file_size_mb,file_extension,upload_frequency,uploads_last_hour,uploads_last_24h,user_file_count,access_count,unique_ip_count,account_age_days,label
13.52,py,7.61,19,77,772,11,5,241,Normal
1.89,sh,7.57,9,36,295,29,1,169,Normal
1.29,jpg,5.19,2,5,184,12,1,144,Normal
62.6,pdf,23.35,8,59,235,29,7,224,Suspicious
0.92,docx,2.14,0,4,168,6,2,159,Normal
175.48,zip,16.08,0,13,195,11,2,268,Normal
8.89,json,18.99,15,77,216,21,2,256,Normal
5.43,pdf,3.33,0,7,66,4,1,140,Normal
1.96,pdf,2.36,0,8,110,4,1,185,Normal
12.52,py,5.15,1,23,600,21,1,199,Normal
3.98,xlsx,1.43,1,9,96,6,1,118,Normal
98.63,iso,12.82,5,19,456,11,1,155,Normal
8.83,docx,2.7,0,6,14,7,1,208,Normal
22.81,bin,3.73,2,15,59,12,2,63,Suspicious
1.57,txt,5.71,0,7,67,6,1,240,Normal
5.87,png,6.63,0,2,87,4,1,262,Normal
2.34,pdf,4.87,3,10,8,9,1,7,Normal
2.1,jpg,5.11,1,7,79,3,2,392,Normal
0.91,txt,1.22,1,6,85,8,1,109,Normal
14.76,pdf,9.61,4,25,692,22,4,276,Normal
7.09,docx,5.33,0,8,30,3,1,139,Normal
20.66,py,9.43,1,34,317,18,1,207,Normal
8.89,docx,5.85,2,7,33,7,3,342,Normal
1.28,pdf,5.22,1,8,142,7,1,200,Normal
0.84,docx,0.47,0,4,82,2,1,165,Normal
6.45,jpg,0.99,1,9,32,4,1,56,Normal
1.46,zip,17.05,16,41,834,24,1,139,Normal
4.82,docx,6.77,1,11,5,7,1,6,Normal
15.93,exe,16.75,3,14,29,8,1,41,Suspicious
0.25,docx,3.3,1,6,83,5,2,276,Normal
1.75,png,4.75,0,3,81,4,1,64,Normal
2.77,zip,5.93,4,29,235,29,3,179,Normal
1.21,xlsx,4.79,0,4,74,7,1,201,Normal
1.27,pdf,5.38,0,1,94,8,1,97,Normal
1.45,sh,37.62,5,35,268,21,3,308,Normal
4.25,pdf,3.98,1,9,138,5,2,201,Normal
1.79,png,1.76,2,8,83,6,1,106,Normal
2.41,docx,2.19,0,3,50,3,1,80,Normal
1.23,pdf,1.42,0,4,62,3,1,53,Normal
8.2,apk,5.13,6,16,21,4,3,109,Suspicious
5.86,pdf,4.56,1,4,37,4,2,115,Normal
4.55,pdf,5.27,0,4,39,7,1,222,Normal
4.3,png,1.71,1,5,123,8,1,220,Normal
0.83,pdf,4.39,1,5,140,3,1,167,Normal
1.64,xlsx,3.68,1,4,57,14,1,158,Normal
4.15,jpg,2.25,0,3,32,4,1,91,Normal
4.23,pdf,0.36,0,3,90,6,1,186,Normal
0.25,png,6.02,0,5,54,3,2,82,Normal
7.39,pdf,3.88,0,2,101,3,1,167,Normal
1.04,pdf,1.79,1,4,110,5,1,115,Normal
283.24,png,7.69,1,5,257,15,4,156,Normal
1.04,docx,5.01,0,8,39,5,1,120,Normal
3.82,png,11.29,1,10,5,3,3,1,Normal
4.05,txt,1.74,0,7,143,9,1,111,Normal
2.85,zip,7.89,3,10,4,12,2,3,Normal
1.73,json,22.21,14,75,315,22,3,191,Normal
14.4,wav,52.84,40,134,46,54,5,48,Suspicious
22.97,docx,59.32,20,175,38,135,4,31,Suspicious
2.62,png,3.95,2,3,130,5,1,194,Normal
4.6,jpg,9.06,2,11,4,5,1,2,Normal
188.91,jpg,4.7,1,18,38,15,2,310,Normal
0.36,xlsx,4.32,2,6,109,5,1,239,Normal
4.06,pdf,3.19,1,3,104,5,1,96,Normal
5.32,png,3.99,3,8,10,2,1,259,Normal
4.6,jpg,3.78,2,6,39,5,1,247,Normal
29.8,pdf,9.74,0,3,8,3,1,5,Normal
2.08,jpg,6.08,0,11,63,3,1,120,Normal
10.12,pdf,3.46,2,5,107,3,1,140,Normal
0.12,py,32.78,4,19,538,26,1,210,Normal
1.28,png,0.15,0,4,101,5,1,102,Normal
3.92,docx,3.13,0,4,78,8,1,158,Normal
1.31,jpg,4.13,1,7,3,4,1,7,Normal
1.84,jpg,10.06,2,10,6,5,1,8,Normal
1.35,txt,6.56,1,9,55,3,1,93,Normal
9.07,docx,11.35,0,6,5,5,1,2,Normal
52.68,docx,33.19,14,48,396,16,3,262,Suspicious
14.54,docx,18.54,16,33,173,29,4,763,Suspicious
19.2,png,3.84,0,4,81,3,1,236,Normal
7.78,jpg,3.48,2,10,40,4,1,61,Normal
3.88,pdf,4.72,2,7,4,12,1,9,Normal
7.0,py,17.38,4,28,764,26,3,276,Normal
28.1,py,26.47,14,56,374,26,1,202,Normal
3.23,pdf,1.49,0,3,87,4,1,366,Normal
2.11,js,33.55,17,45,264,26,2,166,Normal
69.0,js,11.54,9,30,579,22,1,175,Normal
6.02,pdf,6.66,2,8,2,11,1,9,Normal
190.07,png,22.37,20,60,126,60,3,252,Suspicious
5.0,jpg,5.91,0,5,8,5,1,254,Normal
2.1,jpg,2.53,0,2,77,6,1,130,Normal
6.22,jpg,4.58,0,12,121,9,1,70,Normal
73.72,zip,12.43,3,19,83,11,1,53,Normal
0.63,png,5.66,0,7,3,9,1,0,Normal
2.62,docx,3.34,1,7,31,5,1,267,Normal
58.89,vbs,21.0,15,64,609,27,7,480,Suspicious
0.7,png,5.48,2,5,29,7,1,187,Normal
13.44,pdf,32.87,18,162,90,30,5,42,Suspicious
149.36,mp4,23.85,9,25,83,64,6,40,Suspicious
2.55,png,2.28,0,7,53,4,1,189,Normal
5.64,pdf,5.48,0,3,79,6,1,194,Normal
1.34,docx,5.14,1,5,78,9,1,332,Normal
11.75,docx,0.33,2,6,35,5,1,330,Normal
7.19,pdf,8.16,0,3,4,5,3,0,Normal
0.94,docx,4.5,0,5,80,4,1,85,Normal
6.43,docx,3.5,1,7,117,6,1,115,Normal
1.36,pdf,5.95,2,6,94,7,1,71,Normal
7.63,js,8.01,1,4,418,25,2,250,Normal
263.53,mp4,18.41,23,77,78,56,3,161,Suspicious
30.39,exe,9.67,3,33,289,39,7,151,Suspicious
2.48,sh,4.66,0,27,193,20,3,349,Normal
118.17,wav,15.01,2,10,379,8,1,229,Normal
10.63,zip,30.67,21,71,366,13,2,263,Normal
14.43,apk,10.71,4,14,121,12,3,50,Suspicious
2.17,pdf,2.9,0,5,39,7,1,438,Normal
6.38,js,32.05,6,38,587,23,2,348,Normal
1.92,txt,0.99,0,4,179,5,1,83,Normal
29.11,png,10.69,12,39,409,27,3,127,Normal
5.03,docx,3.86,2,6,51,5,1,155,Normal
6.32,js,4.64,24,59,277,15,2,248,Normal
27.7,pdf,1.14,3,9,6,12,2,7,Normal
0.68,txt,1.58,1,6,109,5,1,143,Normal
2.79,zip,16.49,18,33,316,33,2,242,Normal
2.38,png,5.18,0,5,58,6,1,176,Normal
1.76,json,25.73,21,58,445,20,3,379,Normal
2.21,pdf,14.87,4,44,526,17,5,219,Normal
20.2,png,7.25,2,7,3,6,1,8,Normal
14.19,pdf,0.24,1,8,7,7,3,3,Normal
4.63,txt,32.6,5,41,324,28,2,449,Normal
5.21,png,6.15,1,7,8,8,1,2,Normal
4.22,xlsx,3.33,0,2,113,6,1,121,Normal
0.34,png,3.4,1,2,58,5,2,119,Normal
14.96,docx,10.81,1,5,6,3,1,0,Normal
36.74,py,6.9,4,24,182,14,5,659,Suspicious
2.47,txt,5.44,0,4,122,7,1,209,Normal
13.64,jpg,4.17,4,8,4,10,1,2,Normal
7.17,docx,3.88,1,6,261,5,1,319,Normal
2.64,txt,5.95,0,5,171,7,1,185,Normal
0.76,pdf,4.02,0,3,99,5,2,166,Normal
1.78,pdf,17.57,2,36,141,24,3,355,Normal
1.32,pdf,3.81,1,6,6,6,1,2,Normal
8.5,jpg,1.42,2,5,7,4,2,8,Normal
2.28,docx,1.3,1,6,134,2,3,176,Normal
7.84,pdf,7.79,2,12,8,8,1,2,Normal
11.64,docx,4.13,1,10,6,13,1,9,Normal
5.57,pdf,4.93,2,5,4,8,1,8,Normal
1.55,pdf,3.94,3,5,22,8,2,123,Normal
1.3,py,13.04,17,24,204,21,1,362,Normal
4.42,docx,2.39,1,4,44,7,1,157,Normal
1.45,pdf,5.62,3,11,1,5,1,3,Normal
8.66,png,6.78,1,6,3,9,1,2,Normal
80.99,wav,3.68,5,26,78,14,1,226,Normal
1.11,pdf,0.91,1,2,54,7,2,251,Normal
297.04,zip,14.87,3,13,144,11,1,133,Normal
4.23,jpg,1.73,1,8,52,5,1,139,Normal
186.18,wav,11.23,2,14,217,12,3,117,Normal
202.23,jpg,17.3,2,13,166,12,1,107,Normal
3.01,jpg,0.13,0,7,168,7,3,159,Normal
25.14,json,17.65,15,34,562,29,4,246,Normal
3.04,pdf,7.92,2,7,4,7,1,6,Normal
1.86,jpg,1.17,1,2,111,5,1,172,Normal
35.34,exe,21.48,3,18,182,9,2,66,Suspicious
3.51,pdf,2.19,0,9,3,7,1,8,Normal
4.0,docx,8.14,0,7,7,7,1,3,Normal
1.95,js,28.31,12,38,189,22,1,176,Normal
56.31,pdf,32.45,20,70,679,24,2,153,Normal
0.36,jpg,1.79,1,9,42,2,2,179,Normal
7.48,jpg,8.14,2,10,4,7,2,9,Normal
48.52,exe,19.61,3,15,91,9,3,68,Suspicious
5.05,txt,1.2,1,7,73,5,1,369,Normal
476.88,zip,34.84,21,41,52,73,4,50,Suspicious
0.63,docx,4.52,2,9,8,6,2,9,Normal
397.88,mp4,10.37,0,6,225,9,2,248,Normal
11.28,png,4.84,1,4,39,7,1,302,Normal
21.45,zip,35.72,15,45,231,22,4,369,Suspicious
173.2,mp4,20.96,7,34,225,69,4,21,Suspicious
1.1,pdf,1.18,0,4,46,8,2,236,Normal
4.65,py,51.91,14,55,157,25,3,57,Suspicious
8.64,jpg,4.45,2,14,4,9,2,7,Normal
11.24,png,2.7,0,5,89,6,2,178,Normal
4.73,py,45.34,30,106,66,101,9,15,Suspicious
9.86,py,11.28,14,53,602,26,1,253,Normal
5.55,docx,0.93,0,8,171,5,1,233,Normal
409.04,png,9.62,3,20,164,16,1,133,Normal
2.72,pdf,10.84,0,5,3,3,1,6,Normal
3.83,xlsx,5.47,1,2,23,1,1,165,Normal
3.06,jpg,3.94,0,3,71,8,1,278,Normal
5.01,csv,20.7,7,29,644,25,2,401,Normal
7.63,png,3.72,0,7,82,2,2,190,Normal
11.86,js,12.03,11,44,1055,21,1,184,Normal
4.88,jpg,2.09,2,6,60,6,1,51,Normal
2.53,txt,5.29,1,4,78,5,1,404,Normal
28.21,zip,10.22,8,48,109,45,5,792,Suspicious
2.19,zip,4.45,0,6,7,8,1,2,Normal
310.41,wav,19.77,5,16,551,10,1,114,Normal
0.94,pdf,4.6,0,3,31,4,2,146,Normal
1.07,txt,4.62,0,5,26,7,1,167,Normal
367.28,png,6.64,0,8,169,9,2,379,Normal
12.2,txt,4.88,1,4,49,6,1,92,Normal
11.86,zip,17.58,4,36,516,24,2,248,Normal
0.16,png,4.37,0,4,34,3,1,160,Normal
0.29,jpg,5.93,1,4,52,4,1,194,Normal
6.21,pdf,1.2,1,6,86,2,1,152,Normal
25.25,xlsx,50.83,44,149,17,107,4,49,Suspicious
5.65,docx,0.94,1,6,42,3,1,181,Normal
2.55,docx,4.31,1,6,40,5,1,318,Normal
0.66,pdf,5.28,1,1,98,4,2,114,Normal
428.14,mp4,21.03,10,62,174,83,4,304,Suspicious
15.72,png,6.26,27,44,450,29,3,170,Normal
17.98,pdf,24.64,7,56,605,12,3,210,Suspicious
2.77,jpg,4.1,0,3,62,5,2,362,Normal
0.44,jpg,4.07,2,5,51,3,1,199,Normal
1.81,pdf,23.92,9,35,515,27,4,284,Normal
7.51,sh,23.04,16,24,394,21,1,386,Normal
3.86,js,19.11,21,31,338,20,3,375,Normal
225.9,png,6.46,2,15,156,16,2,365,Normal
0.67,png,2.94,0,7,133,5,1,155,Normal
12.99,exe,26.69,14,35,256,49,4,168,Suspicious
2.12,docx,4.59,2,8,90,3,1,144,Normal
1.65,jpg,0.83,0,7,44,2,1,82,Normal
0.1,pdf,33.08,8,27,920,22,1,489,Normal
5.47,txt,50.86,14,152,171,86,5,9,Suspicious
2.84,png,2.51,0,8,221,6,1,276,Normal
6.62,js,31.42,11,20,437,23,1,498,Normal
1.97,docx,0.14,1,5,36,6,1,110,Normal
161.64,wav,12.85,0,9,71,8,1,209,Normal
7.75,py,34.66,13,42,288,25,1,372,Normal
18.95,docx,9.04,2,3,6,8,1,4,Normal
2.61,pdf,4.99,0,8,41,5,1,74,Normal
1.49,png,3.89,0,3,50,4,1,66,Normal
16.17,json,7.04,9,21,224,36,2,123,Normal
15.93,docx,0.9,0,7,154,5,1,173,Normal
433.8,bin,40.78,23,76,207,26,5,122,Suspicious
0.54,jpg,4.77,1,5,10,10,1,6,Normal
257.8,bin,12.35,19,50,102,69,4,225,Suspicious
4.08,exe,0.5,4,17,49,7,3,92,Suspicious
1.42,pdf,2.38,0,5,182,3,1,126,Normal
6.48,pdf,1.59,5,11,6,8,2,5,Normal
2.86,pdf,1.55,0,4,39,4,1,80,Normal
11.33,docx,2.97,5,12,9,4,2,1,Normal
0.69,docx,2.53,0,4,56,4,1,114,Normal
178.23,zip,39.91,13,49,74,69,4,157,Suspicious
15.29,dll,13.8,6,20,107,11,3,29,Suspicious
20.62,py,13.48,8,39,553,27,1,393,Normal
81.91,zip,17.77,16,60,74,40,3,89,Suspicious
108.52,wav,11.94,4,19,107,7,1,219,Normal
1.5,jpg,10.2,0,4,3,8,2,8,Normal
0.64,pdf,3.61,1,8,53,5,2,160,Normal
3.07,png,9.1,1,4,3,6,2,9,Normal
3.65,jpg,3.85,1,10,46,4,2,171,Normal
30.48,sh,31.86,11,30,481,24,1,297,Normal
4.55,js,26.2,11,18,511,26,1,313,Normal
9.1,png,4.33,2,6,106,2,1,109,Normal
9.95,pdf,1.7,0,5,187,6,2,82,Normal
7.96,py,34.62,13,44,393,26,3,168,Normal
0.25,jpg,0.58,1,5,202,7,1,82,Normal
1.38,png,3.72,2,7,95,4,3,125,Normal
404.95,wav,14.21,3,15,196,15,1,175,Normal
5.56,js,33.45,22,37,294,34,4,177,Normal
3.4,png,5.09,0,3,150,7,1,76,Normal
0.52,jpg,6.19,0,3,35,5,1,209,Normal
22.54,csv,69.77,45,200,58,96,4,57,Suspicious
24.89,py,9.72,12,53,371,19,3,702,Suspicious
11.56,pdf,0.46,1,5,20,7,1,60,Normal
8.87,py,34.54,9,34,442,25,1,171,Normal
1.92,pdf,3.78,0,7,51,6,1,263,Normal
1.38,pdf,15.71,5,45,690,23,1,293,Normal
16.43,zip,28.28,11,26,351,22,1,347,Normal
0.7,pdf,15.28,6,16,579,27,1,186,Normal
39.69,py,37.43,31,71,897,16,2,384,Normal
371.59,mp4,2.8,4,18,85,10,2,202,Normal
1.61,docx,5.37,1,8,97,4,1,156,Normal
5.93,png,0.1,1,3,98,5,1,118,Normal
1.95,jpg,5.61,0,7,102,4,3,253,Normal
8.71,sh,30.48,15,37,503,24,3,586,Suspicious
48.83,bin,16.54,6,13,149,8,1,38,Suspicious
5.83,jpg,5.71,0,4,15,5,1,266,Normal
3.64,jpg,1.83,1,6,17,10,2,164,Normal
3.16,docx,5.64,1,2,5,3,2,8,Normal
5.45,png,3.2,0,7,37,1,1,152,Normal
2.49,docx,10.83,1,9,7,9,1,1,Normal
415.88,mp4,8.9,4,14,146,18,1,308,Normal
14.82,txt,30.78,3,9,333,24,2,309,Normal
1.46,docx,6.48,0,7,93,3,1,224,Normal
6.37,docx,8.25,2,6,7,8,3,4,Normal
3.0,jpg,1.46,1,6,28,3,1,279,Normal
137.91,jpg,2.07,3,17,610,14,4,201,Normal
24.62,py,48.74,23,89,38,132,6,30,Suspicious
14.78,py,57.8,54,130,54,60,8,8,Suspicious
5.38,png,0.1,0,3,98,6,1,277,Normal
0.58,docx,0.35,1,4,122,3,1,137,Normal
0.16,txt,4.54,2,9,97,4,1,185,Normal
2.03,png,5.27,0,6,70,6,2,201,Normal
3.18,jpg,3.36,1,6,86,7,1,260,Normal
4.94,png,70.8,51,182,105,126,5,58,Suspicious
1.53,xlsx,0.1,1,9,227,5,2,77,Normal
0.8,pdf,0.93,1,5,27,4,1,187,Normal
1.39,png,1.72,0,3,46,7,1,155,Normal
5.74,docx,1.33,1,5,21,6,2,238,Normal
0.25,pdf,0.1,0,7,105,5,3,52,Normal
34.11,py,13.34,2,12,74,10,2,92,Suspicious
12.16,pdf,1.11,2,7,100,5,1,126,Normal
20.64,sh,9.0,14,32,283,15,3,354,Normal
7.44,docx,10.98,1,5,6,9,1,2,Normal
1.14,png,3.58,2,4,235,4,1,225,Normal
14.71,pdf,0.46,0,3,56,3,1,107,Normal
3.87,xlsx,5.85,0,1,138,3,1,215,Normal
277.5,zip,12.94,2,20,332,11,1,177,Normal
327.3,mp4,10.63,1,11,186,9,4,135,Normal
8.43,py,16.88,13,49,683,25,3,308,Normal
0.9,pdf,4.0,1,7,6,5,1,7,Normal
5.91,jpg,9.9,2,9,9,6,2,8,Normal
2.58,py,33.13,19,92,726,27,2,142,Normal
2.94,pdf,2.02,1,9,64,6,2,224,Normal
5.48,png,12.38,2,12,7,6,1,1,Normal
101.48,bin,34.96,12,45,78,80,3,226,Suspicious
1.78,pdf,1.27,3,12,5,12,1,6,Normal
0.36,png,0.67,1,6,125,8,1,433,Normal
252.6,mp4,40.14,19,42,161,22,3,34,Suspicious
0.28,jpg,3.54,0,4,125,5,2,278,Normal
11.74,pdf,1.97,0,2,112,6,1,253,Normal
16.85,zip,19.49,7,22,346,25,2,320,Normal
9.16,sh,15.97,41,62,319,25,1,159,Normal
2.67,pdf,4.0,2,10,7,11,1,0,Normal
0.14,png,47.38,45,217,119,118,4,3,Suspicious
104.07,mp4,4.25,2,11,406,13,2,110,Normal
1.39,png,0.2,2,6,6,4,1,4,Normal
382.19,zip,42.92,13,52,264,64,2,222,Suspicious
0.69,xlsx,3.66,2,6,104,7,1,268,Normal
4.26,txt,30.0,18,72,912,19,2,166,Normal
20.99,js,11.8,29,63,339,33,3,144,Normal
4.01,exe,15.55,3,17,91,7,2,67,Suspicious
3.75,py,11.74,12,33,538,24,3,143,Normal
2.52,sh,22.36,2,36,445,25,4,279,Normal
7.38,docx,1.08,1,5,147,9,1,275,Normal
26.49,docx,27.08,10,122,54,127,4,52,Suspicious
1.64,docx,1.66,0,7,139,3,1,189,Normal
327.54,mp4,9.27,2,9,156,14,2,148,Normal
6.97,sh,31.65,42,71,215,25,2,147,Normal
4.74,sh,10.25,20,70,299,23,3,307,Normal
9.47,apk,3.84,3,13,37,10,3,10,Suspicious
1.76,txt,4.68,1,7,29,7,1,119,Normal
1.11,txt,1.92,0,8,51,4,3,152,Normal
4.14,zip,14.69,9,27,328,27,1,385,Normal
45.72,apk,19.23,2,13,11,14,3,14,Suspicious
4.13,png,0.57,0,5,68,9,1,121,Normal
1.66,jpg,1.09,1,5,117,3,1,127,Normal
407.64,png,2.65,3,16,439,14,1,238,Normal
27.11,wav,68.45,34,147,126,24,5,39,Suspicious
68.42,zip,4.78,1,9,183,19,1,152,Normal
0.4,pdf,2.64,0,3,85,7,1,202,Normal
3.88,pdf,1.39,1,7,82,5,1,199,Normal
5.47,jpg,7.02,1,7,5,8,1,6,Normal
15.14,docx,0.98,3,7,21,7,1,73,Normal
43.83,sh,30.31,12,58,413,43,4,849,Suspicious
12.87,pdf,6.53,2,6,3,6,2,2,Normal
4.63,jpg,6.67,2,3,55,7,2,178,Normal
6.16,pdf,0.42,1,7,103,6,1,200,Normal
6.34,docx,0.36,2,6,62,11,1,227,Normal
7.8,pdf,4.02,0,6,101,5,1,277,Normal
376.18,wav,11.24,2,13,176,9,1,200,Normal
0.34,docx,7.25,0,6,3,4,1,8,Normal
0.47,txt,0.84,0,7,27,5,1,199,Normal
8.0,docx,6.42,1,10,4,8,1,8,Normal
0.8,jpg,1.54,1,6,96,4,3,107,Normal
14.79,jpg,2.42,1,3,90,4,1,120,Normal
0.79,pdf,2.79,2,4,214,3,1,321,Normal
5.83,exe,37.63,17,48,373,35,5,480,Suspicious
12.16,py,28.59,9,16,693,25,4,456,Normal
2.86,pdf,1.1,1,8,58,5,1,274,Normal
1.68,docx,0.65,2,6,190,5,1,309,Normal
319.17,zip,6.71,0,16,68,14,1,272,Normal
0.98,txt,3.01,0,9,13,3,1,222,Normal
4.55,pdf,3.88,0,3,5,8,1,0,Normal
0.67,jpg,5.48,0,5,142,6,1,136,Normal
4.6,zip,6.86,3,16,196,32,5,27,Suspicious
12.54,mp4,28.64,36,160,50,62,6,48,Suspicious
1.64,txt,0.1,2,5,50,3,3,56,Normal
0.33,pdf,2.41,1,5,40,6,1,173,Normal
221.71,iso,15.94,7,54,101,54,7,162,Suspicious
4.37,pdf,1.7,1,2,21,9,1,206,Normal
32.98,iso,5.45,4,12,41,9,5,12,Suspicious
26.47,pdf,3.04,1,3,23,8,1,135,Normal
1.05,docx,67.93,38,173,136,46,5,31,Suspicious
0.95,jpg,1.08,1,12,200,5,1,183,Normal
7.62,png,1.15,1,7,54,4,1,143,Normal
3.62,pdf,3.06,0,5,29,6,1,87,Normal
7.68,docx,3.72,0,6,97,8,1,260,Normal
11.16,docx,5.89,0,4,65,4,1,128,Normal
3.39,jpg,5.13,0,9,200,7,3,219,Normal
181.33,zip,35.89,12,67,87,30,3,209,Suspicious
380.68,zip,34.57,23,56,177,48,3,164,Suspicious
0.95,jpg,1.49,1,4,92,4,1,161,Normal
8.94,exe,28.89,13,55,238,48,4,805,Suspicious
0.73,png,7.32,1,8,6,8,2,1,Normal
0.64,json,30.27,4,71,125,21,1,228,Normal
189.79,mp4,14.2,3,16,381,12,1,144,Normal
0.1,pdf,4.96,0,3,112,5,2,383,Normal
219.53,mp4,10.47,3,16,445,6,1,180,Normal
0.19,jpg,1.21,3,11,4,11,1,4,Normal
12.1,py,30.11,12,28,596,25,3,215,Normal
4.16,zip,4.19,0,7,6,11,2,5,Normal
402.77,zip,15.07,2,12,599,11,1,150,Normal
1.78,pdf,0.81,3,7,103,6,1,96,Normal
14.3,sh,13.78,8,20,201,16,1,200,Normal
0.57,pdf,0.86,1,5,68,5,1,196,Normal
2.47,txt,5.65,1,7,34,2,1,154,Normal
5.38,jpg,4.52,1,9,43,5,1,238,Normal
3.33,docx,3.7,0,5,158,4,3,140,Normal
3.45,pdf,0.93,2,7,67,7,1,130,Normal
3.31,sh,6.38,0,20,264,19,1,231,Normal
0.66,jpg,4.0,1,5,49,5,1,351,Normal
2.54,txt,72.5,53,206,121,89,10,24,Suspicious
1.62,pdf,0.1,0,6,101,2,1,104,Normal
102.76,iso,20.91,20,36,63,67,7,298,Suspicious
5.33,pdf,1.18,0,5,73,5,1,155,Normal
1.82,jpg,8.0,4,15,2,5,2,1,Normal
13.99,py,24.45,17,36,413,23,2,188,Normal
3.31,pdf,0.22,3,5,134,7,1,147,Normal
20.99,docx,35.22,6,30,118,21,7,226,Suspicious
1.28,pdf,0.53,1,8,54,9,1,118,Normal
3.32,jpg,0.32,0,5,65,2,1,104,Normal
3.07,py,7.07,10,35,1314,23,1,129,Normal
21.05,py,58.14,17,81,49,71,10,48,Suspicious
32.09,csv,23.77,5,48,291,38,1,348,Normal
5.25,zip,9.63,29,76,294,26,4,684,Normal
4.01,png,5.42,0,6,49,4,1,113,Normal
2.69,txt,2.47,1,7,58,8,1,121,Normal
2.12,jpg,6.39,0,2,94,5,1,346,Normal
2.86,png,3.16,0,4,93,6,1,214,Normal
5.03,pdf,7.02,1,5,5,8,1,3,Normal
4.13,docx,4.1,0,2,91,3,3,88,Normal
21.54,txt,25.76,21,29,1219,22,3,148,Normal
139.05,mp4,4.18,1,12,147,8,3,294,Normal
0.33,png,6.0,1,8,67,4,1,133,Normal
14.55,xlsx,0.45,0,3,38,5,1,88,Normal
2.77,docx,3.11,1,5,87,3,2,135,Normal
2.76,pdf,4.35,3,8,4,3,1,2,Normal
5.21,png,1.25,1,5,33,7,1,328,Normal
0.09,jpg,2.94,1,4,171,6,1,200,Normal
6.08,docx,0.65,0,5,126,6,1,363,Normal
0.95,csv,14.59,7,48,247,27,1,276,Normal
37.22,vbs,6.59,8,18,91,11,3,26,Suspicious
38.67,exe,16.33,4,10,92,13,1,68,Suspicious
3.09,png,3.27,0,3,67,4,1,354,Normal
1.1,xlsx,2.48,0,9,57,3,1,83,Normal
3.59,js,30.66,18,35,507,18,2,155,Normal
6.16,png,12.98,16,51,93,29,4,235,Normal
10.22,docx,1.2,0,5,105,7,1,151,Normal
2.81,jpg,0.93,0,3,28,9,1,140,Normal
15.63,jpg,8.9,2,5,3,10,1,3,Normal
338.92,mp4,6.55,2,14,186,10,2,155,Normal
39.27,csv,24.67,25,63,624,18,1,306,Normal
7.2,zip,69.54,35,147,44,107,8,28,Suspicious
2.06,pdf,2.22,0,4,100,2,1,147,Normal
0.16,pdf,0.67,2,8,23,4,2,39,Normal
2.77,pdf,10.94,1,9,1,8,3,6,Normal
5.71,sh,25.71,4,14,678,20,2,366,Normal
1.85,docx,5.62,0,3,3,5,2,0,Normal
6.95,py,7.06,13,92,583,26,2,285,Normal
7.72,txt,15.86,16,38,1652,19,2,211,Normal
10.67,zip,29.91,17,47,247,34,2,287,Normal
3.45,txt,0.9,1,7,171,3,1,213,Normal
3.46,jpg,1.43,0,10,178,6,1,196,Normal
3.11,pdf,1.56,1,4,128,7,1,113,Normal
26.14,txt,25.77,12,66,490,21,4,719,Suspicious
1.1,docx,5.34,1,6,92,10,1,157,Normal
3.8,txt,1.99,3,10,112,9,1,201,Normal
59.17,py,26.4,1,47,240,31,3,605,Suspicious
0.89,pdf,4.91,2,7,26,7,1,50,Normal
3.05,pdf,4.67,1,7,116,5,2,282,Normal
6.22,pdf,3.86,0,8,79,8,1,219,Normal
8.15,json,29.35,14,61,1427,16,1,154,Normal
3.76,pdf,2.61,3,11,59,5,2,203,Normal
0.17,pdf,0.1,0,12,63,5,1,287,Normal
12.99,pdf,4.38,0,5,20,7,1,225,Normal
3.0,png,2.05,0,3,76,6,1,149,Normal
10.83,png,15.29,13,51,1014,20,3,304,Normal
6.24,docx,0.1,2,6,91,2,1,90,Normal
18.88,xlsx,2.57,2,5,57,5,1,93,Normal
10.01,py,30.18,1,38,252,21,1,147,Normal
20.17,docx,36.51,45,146,70,134,6,11,Suspicious
152.54,mp4,3.9,1,20,298,12,1,85,Normal
6.32,docx,1.7,0,2,32,3,2,349,Normal
6.93,csv,34.33,18,57,669,29,3,192,Normal
52.09,dll,7.28,2,11,43,13,2,100,Suspicious
3.14,xlsx,3.19,0,5,28,5,1,158,Normal
0.92,jpg,5.43,1,3,4,5,2,8,Normal
2.55,xlsx,5.14,0,6,41,3,2,67,Normal
2.53,py,17.37,4,20,501,18,2,245,Normal
2.49,jpg,3.18,0,8,180,5,1,94,Normal
230.66,wav,4.23,2,7,217,9,2,326,Normal
3.94,txt,15.11,7,40,641,28,1,102,Normal
5.8,xlsx,0.87,1,5,71,4,1,194,Normal
9.6,py,4.25,10,66,235,26,1,180,Normal
5.98,pdf,3.39,2,6,4,7,1,8,Normal
63.58,pdf,9.1,9,57,281,50,4,678,Suspicious
1.04,docx,0.4,1,6,11,8,1,119,Normal
2.82,pdf,5.5,1,7,75,6,2,140,Normal
235.58,mp4,39.32,18,46,103,47,3,82,Suspicious
244.8,mp4,14.16,2,12,260,13,2,204,Normal
3.57,jpg,3.25,0,4,74,3,1,70,Normal
1.35,zip,31.85,5,40,306,23,1,235,Normal
0.9,pdf,3.98,0,5,99,9,1,218,Normal
7.94,xlsx,1.63,0,5,69,5,2,117,Normal
6.34,jpg,0.1,0,6,54,8,2,177,Normal
8.51,zip,80.71,50,97,57,136,6,45,Suspicious
2.0,docx,4.09,0,4,36,5,2,136,Normal
